,QuestionID,Question Text,TrustCategory,TrustAbsRelevance,TrustRelevance,JoyCategory,JoyAbsRelevance,JoyRelevance,AnticipationCategory,AnticipationAbsRelevance,AnticipationRelevance,SurpriseCategory,SurpriseAbsRelevance,SurpriseRelevance,SadnessCategory,SadnessAbsRelevance,SadnessRelevance,FearCategory,FearAbsRelevance,FearRelevance,AngerCategory,AngerAbsRelevance,AngerRelevance,DisgustCategory,DisgustAbsRelevance,DisgustRelevance,NoEmotion
10,56094441,"""I am using Google Vision API to extract the text (handwritten plus computer-written) from images of application forms. The response is a long string like the following.The string:The whole response isn't useful for me, however I need to parse the response to get specific fields like Name, Father's Name, NIC No., Gender, Age, DoB, Domicile, and Contact No.I am defining patterns for each of these fields using regular expression library (re) in Python. For example:Output:However these are not robust patterns, and I don't know whether this approach is good or not. I also cannot extract the fields that are on same line, like Gender and Age.How do I solve this problem?""",False,0,0,True,1,100,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
11,53815181,"""Hi I am working on a project where I have a source image in s3 bucket and I want to compare it with images in my local computer. I have already set up aws cli. Here is the code. My image is in some bucket 'bx' with name 's.jpg'. Now I want to read it so I called get_object method and used open() to read but it didn't worked.I get an error :""",False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,True
12,54683853,"""On google cloud vision you get charged per request. If you do a ""Label Detection"" you get a free ""Safe Search"" but it has to be rolled into the same request. I have working code for both the Label Detection and the Safe Search detection but I am not sure how to combine the two into one request.Someone had answered this question in Python but not sure how to translate it in PHP.Does anyone know how I could call them in PHP? Any insight would be appreciated. Thanks.######### Safe Search would look as follows""",False,0,0,True,1,100,True,1,100,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
13,54122545,"""Is there any way to stop/cancel any Rekognition operation which was started earlier through its jobId or similar thing?To elaborate it, lets assume that I have started a label detection operation using startLabelDetection method through which I get a jobId. I want to have an option to cancel/stop it ( also it would be great to have pause option ;) while the process is in progress.I went through the documentation but did't find any clue.""",True,1,50,True,2,100,True,1,50,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
14,56065772,"""I want to extract handwritten text from an application form using Google Vision API's text detection feature.  It greatly extracts the handwritten text but gives very unorganized JSON type response, which I don't know how to parse because I want to extract only the specific fields like name, contact number, email, etc. and store them into MySQL database.Code ():Response from API:""",False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,True
15,50133223,"""We are using Google Cloud Vision APIs to extract Invoice fields. We would like to know whether the APIs support detection of table of data? Or do we have to write custom code to detect tables?""",True,1,100,True,1,100,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
16,52419957,"""Through my IBM Cloud account, I have registered a Watson Visual Recognition service.Then I tried using their API to upload an image '' to my bucket associated with this service and then get some analysis on that image.I have tried the code available atTill the API and bucket validation, code works fine but throws errorI can see that this file is available in my bucket.Code:My current directory for IBM cloud notebook is""",True,1,100,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
17,38811303,"""I have been wrecking my brain over this for a while and would really appreciate if someone who have some insight into this problem could help me out!I am trying to upload an image to Watson's Visual Recognition API using POST from Android Studio (by taking a picture using a camera).I have managed to- save image after taking a picture with a camera- show it as a bitmap image on the appand I am trying to upload the file to the Watson API, but I keep getting this errorI would really appreciate if anyone could provide some insight to what I am doing wrong here. Thanks in advance!I am using HttpUrlConnection and DataOutputStream to POST right now and the code is as follows:imgName and imgPath are all correctly identified, and name=""images_file"" is how Watson Visual Recognition API requests name to be""",True,1,100,False,0,0,True,1,100,False,0,0,True,1,100,False,0,0,False,0,0,False,0,0,False
18,56285629,"""I am usingto detect Japanese texts in the image. The response from Google contains texts like this: ""text"": ""\u5065\u5eb7\u4fdd\u967a."" I don't know which ""encoder"" Google is using for encoding japanese texts, UTF-8 or Unicode?""",False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,True
19,55590797,"""I have been trying to integrate AWS Kinesis Video Stream with Rekognition in an Android app and haven't been able to get best tutorials for the same.I want to implement Facial Recognition and I am stuck at the step of PutMedia. In the demo/documentation provided by Amazon, I found details related toJava Producer Library and SDKonly and nothing related to Android Producer Library and SDK where I need to use Android app as Kinesis Producer and stream the video to the Rekognition service.Is there any alternative ofPutMediafor Android? Ifyes, what is it and how to implement it? And ifno, how to implement PutMedia in an Android App with AWS Android Producer Library and SDK.I have already referred the following links so far:Required Complete flow is as below:Detect the face from the streaming Video.If the match of the face is found then return True otherwise False.""",False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,True
20,54612783,"""I am currently working on an Android app where I want to integrate the Google Cloud Vision API and do Facial Recognition on images.The code I implemented so far to make this work:The Layout XML File:The Log message:I basically don t know why the app crashes there with a null object reference and would appreciate any hints and feedback, thanks!""",False,0,0,False,0,0,False,0,0,False,0,0,True,1,100,False,0,0,False,0,0,False,0,0,False
21,55685353,"""I'm trying to evaluate Google vision endpoint. my pom is configured like belowThere are no other google dependency added. I see below conflict within the vision dependency itself.When I run the code I'm getting below error.I believe this has something to do with mismatched versions. but got no idea which one to use and how to fix dependency issues within the same jar.""",False,0,0,False,0,0,False,0,0,False,0,0,True,1,100,False,0,0,True,1,100,False,0,0,False
22,48670839,"""I'm trying to use the Google Vision API in C# for an image with text on multiple lines. I want each line to be a separate string, but the API puts it all into 1 string.I tried filtering by capitals at the beginning, but some lines have capitals at the beginning of each word, so it's not always just at the beginning of each line.How can I change it so that it takes in each line separately? Since all the lines are in the same place in the image each time, could I crop it using C# to get each line individually?Thanks :)""",False,0,0,True,1,100,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
23,51336137,"""I followed the AWS Rekognition Developer Guide and wrote a stream processor using CreateStreamProcessor in Java.}But I can't figure out how to start the stream processor? Do I have to simply write the main method and callfunction? Or do I have to do something else: like the guide mentioned something as?""",True,1,100,True,1,100,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
24,45260779,"""say that I have images and I want to generate labels for them in Spanish - does the Google Cloud Vision API allow to select which language to return the labels in?""",True,2,100,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
25,49575082,"""I know this might be a relatively generic question, but I'm trying to see how I can get pointed in the right direction...I'm trying to build a live face recognition app, using AWS Rekognition. I'm pretty comfortable with the API, and using static images uploaded to S3 to perform facial recognition. However, I'm trying to find out a way to stream live data into Rekognition. After reading the various articles and documentation that Amazon makes available, I found the process but can't seem to get over one hurdle.According to the docs, I can use Kinesis to accomplish this. Seems pretty simple: create a Kinesis video stream, and process the stream through Rekognition. The producer produces the stream data into the Kinesis stream and I'm golden.The problem I have is the producer. I found that AWS has a Java Producer library available (). Great... Seems simple enough, but now how do I use that producer to capture the stream from my webcam, and send off the bytes to Kinesis? The sample code that AWS provided actually uses static images from a directory, no code to get it integrated with an actual live source like a webcam.Ideally, I can load my camera as an input source amd start streaming. But I can't seem to find any documentation on how to do this.Any help, or direction would be greatly appreciated.""",False,0,0,True,4,100,True,1,25,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
26,49520402,"""I have a c# WinForms project with a picture box that contains a document with text.  I am gathering the OCR data for the document using the Google Cloud Vision API, which works great.  Using the bounding rectangles returned from the Google API, I am drawing rectangles around each word using DrawRectangle, and in the process I am associating that rectangle with the underlying word.  What do I need to do to be able to just click on any given rectangle and know exactly which rectangle it is without having to take the point clicked and loop through all the coordinates of all the rectangles until I find it.""",True,1,100,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
27,47991101,"""Am trying to OCR around 50,000 documents(~20K size jpegs). Currently using a homegrown tesseract based solution but are looking to migrate to google vision for better accuracyBased on quotas published atmy calculation is600 requests/min with upto 16 images per request will give us a throughput of 9600 OCRs per minute.Has anyone done any bulk operations using google vision? We did some POCS where some of these bulk requests are taking ~5mins.""",False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,True
28,52169264,"""I'm having trouble saving the output given by the Google Vision API. I'm using Python and testing with a demo image. I get the following error:Code that I executed:the output appears on the screen, however I do not know exactly how I can save it. Anyone have any suggestions?""",False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,True
29,40921512,"""I'm trying to develop an application that extracts text from a screenshot and with these data (numbers and texts) I do something. It works but not as I expected, it isn't accurate at all. The strange thing is that the same screenshot at the same resolution is recognized in a different way by my application and the ""try api"" onI noticed that google Keep OCR work better than my app, it use the same api? what can i do for improve the text recognition in my app as google Keep or google vison api site?here is my code:""",False,0,0,False,0,0,True,1,100,False,0,0,False,0,0,False,0,0,False,0,0,True,1,100,False
30,47982254,"""I have a flow which I use to get an image from the IBM Object storage and pass it to a Watson Visual Recognition node for classification using a custom classifier I had trained. A few weeks earlier it stopped working and the visual recognition node would throw an error saying ""Invalid JSON parameter received. Unable to parse."". I used ""change"" nodes to set the parameters of the message to be classified as shown here:I noticed that if I delete the node in which I set the Classifier Id, then I get no error and the image is classified using the default classifier. I tried using a function node to set the parameters using the following code, but I got the same error:In addition, if I set the classifier to ""Default"" the image should be classified using the default classifier according to the visual recognition node's info page. However I still get the same error. Here is an example of a message passed for classification:Some extra info from the visual recognition node's result:""",False,0,0,False,0,0,True,1,50,False,0,0,True,2,100,False,0,0,False,0,0,False,0,0,False
31,55606918,"""I am using below code to connect to Google Vision API. I have JSON from Google Vision.The code is giving me below error . Not Sure why..Please suggest.. It is working fine on Windows Server Machine but not on my Windows 7 machine.Below is code and Error Details.""",False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,True
32,52829583,"""I was trying to make the google vision OCR regex searchable. I have completed it and works pretty well when the document contains only English characters. But it fails when there is the text of other languages.It's happening because I have only English characters in google vision word component as follows.As I can't include characters from all the languages, I am thinking to include the inverse of above. Something likefor example.So where can I findALL THE SPECIAL CHARACTERS WHICH ARE IDENTIFIED AS A SEPARATE WORD BY GOOGLE VISION?Trial and error, keep adding the special characters I find is one option.But that would be my last option.""",False,0,0,False,0,0,False,0,0,False,0,0,True,1,100,False,0,0,False,0,0,False,0,0,False
33,45095486,"""I have downloaded the google vision api from. And I tried Barcode detector example, When I try to scan a linear and 2D barcodes, the scanned area(purple shape) shows in wrong location on preview layer.Note: This issue only occurs when I hold the device horizontally at the top of barcode.Herewith I have attached the screenshot which reflects this issue.Thank you!""",False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,True
34,50805054,"""I am trying to perform OCR on PDF files using google cloud vision, to do some basic testing i am using the sample code provided in google documentation in the below link, but the line of code provided below is throwing unicode decode error given below, can anyone please help me fix this, i did an extensive search and tried different approaches but i am unable to fix it.Error: UnicodeDecodeError: 'utf-8' codec can't decode byte 0xa1 in position 11: invalid start byte""",False,0,0,False,0,0,False,0,0,False,0,0,True,2,100,False,0,0,False,0,0,False,0,0,False
35,41285556,"""I tried Google Cloud Vision api (TEXT_DETECTION) on 90 degrees rotated image. It still can return recognized text correctly. (see image below)That means the engine can recognize text even the image is 90, 180, 270 degrees rotated.However the response result doesn't include information of correct image orientation. (document:)Is there anyway to not only get recognized text but also get theorientation?Could Google support it similar to (: getRollAngle)""",True,1,50,True,2,100,True,1,50,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
36,55330723,"""I have a question for azure custom vision. I have a custom vision project for object detection. And I use the python SDK to create the project (see that:). But I found something wrong in the process of uploading. For example, there is a picture that has 3 persons in this picture. So I tag 3 same class  person  in this picture. But after uploading, I just found 1 ""person"" tagged in this picture at the custom vision website. But the other class is fine, such as can also have ""person"", ""car"", and ""scooter"" at this picture. It looks like that can only have single same class at the picture.I tried to use python SDK (see that:) to upload my picture and tag information.The above code can see that I uploaded three ""A0"" class in 0001.jpg. But in the GUI interface on the website, I can only see that one ""A0"" class exists above 0001.jpg finally. Is there anything solution that can solve this problem?""",False,0,0,True,2,100,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
37,45122248,"""I was using ruby client of Google Cloud Vision, to extract the vehicle information on Automobile Original Titles.Observations:When I used the client API, i was getting 171 words.But, when I used the google's API demo here:, I got 459 words. It has much of the information I was looking for.Can anyone please explain, how to get the most out of the API ?""",False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,True
38,49558215,"""I am trying to invoke IndexFaces API but getting an error :I was able to upload my file successfully into S3 using the so called ""folder structure""of S3 . But when I am trying to read the same file for IndexFaces , then it's prompting an error related to  xternalImageId'.Here is the snapshot from the S3 of my uploaded file :If I get rid of folder structure and directly dump the file , like :then the IndexFaces API is passing it successfully .Can you please suggest how to pass the externalImageId when I do have the 'folder structure'? Currently I am passing the externalImageId through my java code like :Above code internally calls :""",False,0,0,True,4,100,True,1,25,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
39,50756150,"""I am trying to collect the SYS and DIA values from bp monitors ( Ex.) using Google Vision API, but i am not able to get the calculator font digits in the response ( I just get the other texts ).Is there a way to detect particular fonts using GCP Vision API?""",False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,True
40,51076368,"""I am usingGoogle Visionforfacial detection, everything works fine but we have to know that if we are actually detecting actualHuman, One may try to play thevideo containing a Humanso we want to know if it is fromvideo/Imageor an originalhuman being?Is there any way toachieveit, I have search throughout for 2 days and did not get any lead on this,please guideme through thisthanks.""",False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,True
41,46516494,"""I know this is a frequently asked question, but I couldn't find an answer. I am trying out a Microsoft Emotion API (I've used the generic key here for the purpose of asking the question), and it keeps giving me the error, ""is a namespace but is used as a type"" even when I change the namespace. I changed the namespace to a more appropriate title, but I still received the build error thatwas inappropriately used as a type, despite the fact it was nowhere in the code. I don't know where else I'm using it that it is creating this issue.Here is my code:""",True,1,100,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
42,50190527,"""I am trying to perform OCR on pdf documents using google cloud vision API, i uploaded a pdf document into a cloud bucket and downloaded the oauth key file and added it in the script as below. But when i run the file, i get the permissiondenined: 403 error, can anyone please give me instructions on how to fix it, i did extensive google search and did not yield any results, i am surely missing something here.os.environ[""GOOGLE_APPLICATION_CREDENTIALS""]=""mykeylocation/key1.json""I have checked the older stack overflow questions and the links provided in answers are not active anymore.Thanks in advance for your help.""",True,2,67,False,0,0,True,3,100,False,0,0,False,0,0,True,1,33,False,0,0,False,0,0,False
43,54634576,"""To start, I'm quite inexperienced with APIs in general. I'm trying to do a simple Java app that calls the Google Cloud Vision Api but I keep running into the same issue that I can't really find any information on whatsoever.I've cloned downwith code samples straight from Google. I've built the project usingand it all works fine. However, when I'm to try it (using the exact commands stated in the README), it doesn't work at all.First I get anmessage in the log stating:After that follows:This error message really doesn't make any sense to me at all. I haven't done anything with netty whatsoever, neither have I been instructed to do anything with it (install dependencies or so).I got my environment variablepointing to my JSON with my API credentials inside it. I really don't know what to do here, extremely thankful for any pointers.""",True,1,100,False,0,0,False,0,0,False,0,0,False,0,0,True,1,100,False,0,0,True,1,100,False
44,55665919,"""I'm trying to send photo from Imgur via URL adress to Microsoft Face API and get ID of face from Json response but when I try to run the code, I always get JSON parsing error. I have no idea what I am doing wrong.I tried to make this request via Postman and everything is working fine there but in c# it just won't work.Can you help me please?The C# request body looks like this:Whereas the Postman request body looks like this:""",False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,True,1,100,False
45,55793092,"""I am designing an android app that will scan mathematical equations using google vision(OCR) and solve them using the Wolfram API. So far I am through with the OCR part but I can't find a way of integrating Wolfram into my app. It seems they have no dependencies(or so I have concluded).What is the correct way of integrating this into my app? I haven't found anything on the internet since yesterday.""",False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,True
46,54353716,"""I'm testing IBM's Watson Visual Recognition using Node-RED, I've trained it to identify some elements in the image, but I wonder if it's possible to get the exact position of these elements.""",False,0,0,False,0,0,True,1,100,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
47,55276425,"""I am using the upper mentioned library (Google Cloud Vision Client Library v1) in PHP to assign labels to images... so far so good. It all works, except it returns fewer results than on the google test page... as far as I understand it has to do with a ""max_results"" parameter which defaults to 10, but I am not able to find where/how to set it manually...There was a similar question here on Python and there it was as simple as passing it as a parameter - I have tried many options to do this in PHP, but apparently I am doing something wrong...Here is a link to the documentation :I am guessing I have to pass it to the ""optionalArgs"" parameter... but not exactly sure how to do this...Here is more or less what my code is:Anyone got an idea how to getmore resultsin the $labels array?""",True,2,100,True,1,50,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
48,52126752,"""I am trying to call google cloud vision api from xamarin C# android application code.I have set environment variable but still I was not able to call api.So I decided to call it by passing credential json file but now I am getting error deserializing JSON credential datahere is my code""",True,3,100,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
49,49732951,"""I am testing few sample code for OCR using Google Cloud Vision API. I observed the APIs can able to detectEnglishlanguage very easily from an Image but  in other language likeHindi, the APIs are not able to detect.MyCode :Image :But the same image, i have tried in Google Drive, all the text from the image is easily detected.Please let me know, same image how can i use in the code to detect the text?""",False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,True
50,56216376,"""We are trying to extract the text from an image using google-cloud-vision API:In this code, we need to make the API read the image through the 'cv2' function only, instead of using the 'io' function:Any suggestion will be helpful""",True,1,100,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
51,52848248,"""I am using google vision API and trying to get the text from the captured image.I have set the captured image in an image view and then I am trying to get the text from the image. but I am getting SparseArray of size 0. what can be the problem. Here is my java code.here is my main activity xml file.The main thing is when i set image manually in an imageView it shows the result but when i capture the image by my self and then i try to get the text i am not getting the results i am always gets a 0 sized array.""",False,0,0,False,0,0,True,2,100,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
52,47361521,"""I'm using Python to make a query to Google's Vision API to obtain labels from an image, but I'm not able to set a timeout in case I don't receive a response within a given time.I'm using the following code based onof CallOptions.This is my code:I have tried passing directly the arguments into the call to Google without success, like this:""",True,1,100,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
53,45720587,"""I'm running app engine locally, with the Google vision API.  I'm using the application default credentials for OAuth and building the API client to do label detection.  Whenever I create the object it will refresh the credentialsThis worked just fine yesterday, and I haven't changed it.  When I try to use it today, it attempts to get the credentials twice, and then I get the following 401 error:Why was this working yesterday but isn't working today?  I understand that I can go the route of using server-to-server credentials, but it worked without that and I would prefer to continue using the API without that.""",True,4,100,False,0,0,True,1,25,False,0,0,False,0,0,False,0,0,False,0,0,True,1,25,False
54,51195006,"""I am following the following Google Cloud Vision quickstart:This is using the API Explorer, and I getI have created a bucket named vision2018, and checked Share Publicly for the file.My portion of the request related to the file is:The response I get is:What do I need to specify in order to access files in my GCP storage?Alternatively, I read other Stack Overflows that talk about GOOGLE_APPLICATION_CREDENTIALS, Simple API Key, and ""Create Service account key and download the key in JSON format"", ...  but these seem to be giving commands in the shell, which this quickstart doesn't even open.Is there initial setup assumed prior to the quickstart?I am not ready to call the api from code""",True,1,100,False,0,0,False,0,0,True,1,100,False,0,0,True,1,100,False,0,0,False,0,0,False
55,50703766,"""I'm trying to use IBM Watson Visual Recognition tool with nodejs (express).I followed the instruction from the, but I can't connect with the tool.When I run my nodejs app, I got this messageDoes someone know the solution to this authentification problem?""",False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,True
56,47436472,"""I am using the Socket IO-Swift library in my current project. After installing the Socket.IO-Client-Swift pod file into my project, my FMDB library path is not found, showing this error:I'm using the following pods in my podfile:""",False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,True
57,48840806,"""I am trying to implement face detection using Google Mobile Vision in an Android app. In the app, I have an Imageview and a button with text, ""Process"".When the button is clicked, the code connects with Google's Vision API and detects the face. After detecting the face, I am trying to draw a rectangle around the face. For that purpose I am using ""Canvas"" available in Android.The error (not exactly) is I am unable to see the rectangle around the face. Here is the code in my MainActivity.java file:The output after I click the ""Process"" button in the app is as follows:In the logcat of Android studio, I can see the message ""Face detected successfully"". So, I am assuming that all my code is running. But I am unable to see the rectangle.Please help me with displaying a rectangle first. Later I will adjust it to display around the face.""",False,0,0,True,1,50,False,0,0,False,0,0,True,2,100,False,0,0,False,0,0,False,0,0,False
58,50331196,"""In my Java project I'm using Google Cloud Vision API to extract text from images. For text extraction I'm using the following.Today, I've found that Google has changed the limits for maximum file size. Previously it was 4 MB.Now, based onand, the maximum image file size should be20 MBfor images hosted on Cloud Storage or at a publicly-accessible URL. Also there is maximum JSON request object size (10 MB).I'm using option with images hosted on Cloud Storage. For images larger than ~7.95 MB (12000 x 6500) I'm getting an error message:For images with lower size I'm getting correct response. I know that there is a recommended size 1024 x 768 for TEXT_DETECTION and DOCUMENT_TEXT_DETECTION feature but, according to the following note, higher size should not be problem:Is there something I did not notice?Note: I'm getting the same error when calling the Vision API directly (see).""",False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,True
59,45313874,"""I'm searching for a list of all the possible image labels that the Google Cloud Vision API can return?I believe they used the same labels the following project:I thought of two possible methods of getting these labels:Sending thousands of different images to the API and recording the returned labels (I would automate this)Going through all the Google Open Image data (which I linked above), and recording the labels.I'm not sure how I could do option 2, and was hoping that someone had already done one of these options.Please let me know if there already exists a list like the one I am describing, or there is a better method of obtaining it (than the two which I thought of).Thanks a lot for any help!""",True,5,100,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
60,46380748,"""I started using Google Vision API recently and have confronted a problem.Chat-bot I've been working is a bill-recognition bot. So, it should scan the bill left-to-right downwards the image. I do all manipulations with recognized text after.My text detection code is following:The console output often has no structure relatively to the image i.e for some image it can be left-to-right, for the other right-to-left. My question is, how do I set the hints, so the detection always has the direction?""",False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,True,1,100,False,0,0,False
61,40103531,"""I am using React Native's Image Picker component to capture images on my app. Before showing the picture I want to parse it using Google Cloud Vision's Text Detection API. I've been searching on components in React Native but no result. Does anybody know if there is something around or if it can be done within React Native?""",False,0,0,False,0,0,False,0,0,True,1,100,False,0,0,False,0,0,False,0,0,False,0,0,False
62,51381522,"""I am using google vision api in my code in Android studio and I'm sending it image from camera or gallery. Uploading image takes time, so I want the users of my app to have feedback about what's going on. Progress Bar with real time percentage of image upload is what I need. Here is my code for uploading image:I searched for few days and I know that infunction I need to call.will triggerand there I will get percent of upload as parameter (i) and increment. Something like this:But I don't know how to get percentage of uploaded image in callCloudVision function.Please help""",False,0,0,True,1,100,True,1,100,False,0,0,False,0,0,False,0,0,False,0,0,False,0,0,False
63,37908660,"""I have a similar question toand, neither of which have an accepted solution.I'm basically using the Google Vision barcode API but there appears no obvious way to control the flashlight.suggests using, but (having tried and failed) I'm not sure how to integrate it into my app.Here is the code for my activity, which basically starts the camera/barcode scanner and also uses a menu item from mywhich I want to use to be able to toggle the flashlight:""",False,0,0,False,0,0,False,0,0,False,0,0,True,1,100,False,0,0,False,0,0,False,0,0,False
